order_number,customer_name,address,city,country,contact_fullname,dealsize
10225,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz Michael,Small
10239,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland,Koskitalo Pirkko,Small
10253,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK,Devon Elizabeth,Small
10266,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni Maurizio,Small
10278,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,King Sue,Small
10287,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz Michael,Small
10301,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe Jan,Small
10310,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim Henriette,Small
10321,FunGiftIdeas.com,1785 First Street,New Bedford,USA,Benitez Violeta,Small
10331,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,USA,Hernandez Rosa,Small
10342,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson Peter,Small
10355,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10367,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA,Young Julie,Medium
10378,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10390,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10405,Mini Caravy,"24, place Kluber",Strasbourg,France,Citeaux Frederique,Small
10419,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps Georg,Small
10105,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen Jytte,Medium
10119,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps Georg,Medium
10129,"Stylish Desk Decors, Co.",35 King George,London,UK,Brown Ann,Medium
10142,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10154,Boards & Toys Co.,4097 Douglas Av.,Glendale,USA,Young Leslie,Small
10167,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,Larsson Maria,Small
10177,CAF Imports,"Merchants House, 27-30 Merchant's Quay",Madrid,Spain,Fernandez Jesus,Medium
10185,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam Wing C,Small
10197,Enaco Distributors,"Rambla de CataluÂ¤a, 23",Barcelona,Spain,Saavedra Eduardo,Medium
10208,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley Mary,Small
10222,Collectable Mini Designs Co.,361 Furth Circle,San Diego,USA,Thompson Valarie,Medium
10233,Tekni Collectables Inc.,7476 Moss Rd.,Newark,USA,Brown William,Medium
10248,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu Kwai,Medium
10261,Quebec Home Shopping Network,43 rue St. Laurent,Montreal,Canada,Fresnisre Jean,Small
10273,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Belgium,Dewey Catherine,Small
10283,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,Canada,Lincoln Elizabeth,Medium
10295,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,USA,Yoshido Juri,Medium
10306,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth Victoria,Small
10315,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune Janine,Small
10326,"Volvo Model Replicas, Co",BerguvsvÂ„gen  8,Lule,Sweden,Berglund Christina,Medium
10339,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan,Shimamura Akiko,Large
10350,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10373,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland,Koskitalo Pirkko,Small
10396,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10414,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,USA,Yoshido Juri,Medium
10110,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth Victoria,Small
10124,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,King Sue,Medium
10148,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara Anna,Small
10161,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark,Ibsen Palle,Small
10172,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,USA,King Julie,Small
10182,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10192,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA,Young Valarie,Small
10204,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young Jeff,Medium
10212,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10227,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley Mary,Medium
10241,Mini Caravy,"24, place Kluber",Strasbourg,France,Citeaux Frederique,Small
10267,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young Jeff,Medium
10279,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10288,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino Wendy,Small
10302,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK,Devon Elizabeth,Medium
10311,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10321,FunGiftIdeas.com,1785 First Street,New Bedford,USA,Benitez Violeta,Medium
10332,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth Victoria,Small
10346,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,King Sue,Medium
10368,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10380,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10407,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick Sue,Small
10420,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley Adrian,Medium
10108,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz Arnold,Small
10122,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France,Lebihan Laurence,Small
10135,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10147,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,USA,Nelson Allen,Small
10169,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara Anna,Small
10181,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan Veysel,Small
10191,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim Henriette,Small
10203,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10211,Auto Canal Petit,"25, rue Lauriston",Paris,France,Perrier Dominique,Small
10225,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz Michael,Small
10238,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen Jytte,Small
10253,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK,Devon Elizabeth,Small
10266,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni Maurizio,Small
10276,Online Mini Collectables,7635 Spinnaker Dr.,Brickhaven,USA,Barajas Miguel,Small
10287,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz Michael,Small
10300,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Germany,Keitel Roland,Small
10310,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim Henriette,Small
10320,"Volvo Model Replicas, Co",BerguvsvÂ„gen  8,Lule,Sweden,Berglund Christina,Small
10331,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,USA,Hernandez Rosa,Medium
10342,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson Peter,Small
10355,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10363,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen Kalle,Small
10378,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10390,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10419,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps Georg,Small
10106,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli Giovanni,Small
10119,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps Georg,Small
10131,Gift Ideas Corp.,2440 Pompton St.,Glendale,USA,Lewis Dan,Small
10143,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam Wing C,Small
10155,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland,Karttunen Matti,Small
10167,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,Larsson Maria,Small
10178,Alpha Cognac,1 rue Alsace-Lorraine,Toulouse,France,Roulet Annette,Small
10186,"Double Decker Gift Stores, Ltd",120 Hanover Sq.,London,UK,Hardy Thomas,Small
10198,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz Arnold,Small
10222,Collectable Mini Designs Co.,361 Furth Circle,San Diego,USA,Thompson Valarie,Medium
10249,Cambridge Collectables Co.,4658 Baden Av.,Cambridge,USA,Tseng Kyung,Small
10262,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10274,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,USA,Nelson Allen,Small
10284,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe Jan,Small
10296,"Bavarian Collectables Imports, Co.",Hansastr. 15,Munich,Germany,Donnermeyer Michael,Small
10307,"Classic Gift Ideas, Inc",782 First Street,Philadelphia,USA,Cervantes Francisca,Small
10316,giftsbymail.co.uk,Garden House Crowther Way,Cowes,UK,Bennett Helen,Medium
10328,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli Giovanni,Small
10339,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan,Shimamura Akiko,Small
10351,"Stylish Desk Decors, Co.",35 King George,London,UK,Brown Ann,Small
10361,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley Adrian,Medium
10373,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland,Koskitalo Pirkko,Medium
10386,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10398,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot Paul,Small
10400,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick Sue,Small
10415,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Australia,Connery Sean,Small
10110,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth Victoria,Medium
10124,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,King Sue,Medium
10148,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara Anna,Medium
10161,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark,Ibsen Palle,Medium
10172,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,USA,King Julie,Small
10182,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10192,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA,Young Valarie,Medium
10204,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young Jeff,Medium
10212,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10226,Collectable Mini Designs Co.,361 Furth Circle,San Diego,USA,Thompson Valarie,Medium
10241,Mini Caravy,"24, place Kluber",Strasbourg,France,Citeaux Frederique,Small
10267,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young Jeff,Medium
10279,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10288,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino Wendy,Medium
10301,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe Jan,Small
10311,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10321,FunGiftIdeas.com,1785 First Street,New Bedford,USA,Benitez Violeta,Small
10332,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth Victoria,Small
10346,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,King Sue,Small
10368,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10380,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10407,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick Sue,Medium
10420,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley Adrian,Small
10105,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen Jytte,Medium
10119,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps Georg,Medium
10129,"Stylish Desk Decors, Co.",35 King George,London,UK,Brown Ann,Medium
10143,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam Wing C,Small
10155,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland,Karttunen Matti,Small
10167,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,Larsson Maria,Small
10178,Alpha Cognac,1 rue Alsace-Lorraine,Toulouse,France,Roulet Annette,Small
10186,"Double Decker Gift Stores, Ltd",120 Hanover Sq.,London,UK,Hardy Thomas,Medium
10197,Enaco Distributors,"Rambla de CataluÂ¤a, 23",Barcelona,Spain,Saavedra Eduardo,Small
10222,Collectable Mini Designs Co.,361 Furth Circle,San Diego,USA,Thompson Valarie,Medium
10248,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu Kwai,Small
10262,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10273,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Belgium,Dewey Catherine,Medium
10283,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,Canada,Lincoln Elizabeth,Small
10296,"Bavarian Collectables Imports, Co.",Hansastr. 15,Munich,Germany,Donnermeyer Michael,Small
10307,"Classic Gift Ideas, Inc",782 First Street,Philadelphia,USA,Cervantes Francisca,Small
10316,giftsbymail.co.uk,Garden House Crowther Way,Cowes,UK,Bennett Helen,Small
10326,"Volvo Model Replicas, Co",BerguvsvÂ„gen  8,Lule,Sweden,Berglund Christina,Small
10339,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan,Shimamura Akiko,Small
10350,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10373,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland,Koskitalo Pirkko,Small
10385,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10396,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10400,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick Sue,Medium
10414,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,USA,Yoshido Juri,Medium
10108,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz Arnold,Medium
10122,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France,Lebihan Laurence,Medium
10135,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10147,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,USA,Nelson Allen,Small
10170,Mini Auto Werke,Kirchgasse 6,Graz,Austria,Mendel Roland,Medium
10181,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan Veysel,Medium
10192,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA,Young Valarie,Medium
10203,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10212,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10225,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz Michael,Medium
10239,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland,Koskitalo Pirkko,Medium
10253,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK,Devon Elizabeth,Medium
10266,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni Maurizio,Small
10278,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,King Sue,Medium
10287,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz Michael,Medium
10301,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe Jan,Large
10310,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim Henriette,Medium
10321,FunGiftIdeas.com,1785 First Street,New Bedford,USA,Benitez Violeta,Medium
10331,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,USA,Hernandez Rosa,Medium
10342,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson Peter,Medium
10355,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10363,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen Kalle,Small
10378,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10390,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10405,Mini Caravy,"24, place Kluber",Strasbourg,France,Citeaux Frederique,Large
10419,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps Georg,Large
10106,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli Giovanni,Medium
10119,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps Georg,Small
10131,Gift Ideas Corp.,2440 Pompton St.,Glendale,USA,Lewis Dan,Medium
10143,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam Wing C,Small
10155,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland,Karttunen Matti,Medium
10168,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA,Hirano Juri,Small
10178,Alpha Cognac,1 rue Alsace-Lorraine,Toulouse,France,Roulet Annette,Small
10198,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz Arnold,Small
10210,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan,Kentary Mory,Small
10222,Collectable Mini Designs Co.,361 Furth Circle,San Diego,USA,Thompson Valarie,Small
10235,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,Canada,Lincoln Elizabeth,Small
10250,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick Sue,Medium
10262,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10275,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune Janine,Medium
10284,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe Jan,Small
10296,"Bavarian Collectables Imports, Co.",Hansastr. 15,Munich,Germany,Donnermeyer Michael,Small
10308,Mini Classics,3758 North Pendale Street,White Plains,USA,Frick Steve,Medium
10316,giftsbymail.co.uk,Garden House Crowther Way,Cowes,UK,Bennett Helen,Small
10328,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli Giovanni,Small
10339,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan,Shimamura Akiko,Medium
10351,"Stylish Desk Decors, Co.",35 King George,London,UK,Brown Ann,Small
10361,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley Adrian,Medium
10373,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland,Koskitalo Pirkko,Small
10386,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10398,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot Paul,Small
10401,Tekni Collectables Inc.,7476 Moss Rd.,Newark,USA,Brown William,Medium
10416,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni Maurizio,Small
10100,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA,Young Valarie,Small
10110,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth Victoria,Small
10124,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,King Sue,Small
10149,Signal Collectibles Ltd.,2793 Furth Circle,Brisbane,USA,Taylor Sue,Small
10173,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli Giovanni,Small
10182,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10193,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Australia,Connery Sean,Small
10204,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young Jeff,Small
10214,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain,Sommer MartÂ¡n,Small
10227,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley Mary,Small
10242,Microscale Inc.,5290 North Pendale Street,NYC,USA,Kuo Kee,Small
10280,Amica Models & Co.,Via Monte Bianco 34,Torino,Italy,Accorti Paolo,Small
10288,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino Wendy,Small
10303,"Iberia Gift Imports, Corp.","C/ Romero, 33",Sevilla,Spain,Roel Jose Pedro,Small
10312,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10332,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth Victoria,Medium
10346,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,King Sue,Small
10368,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10380,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10408,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan,Shimamura Akiko,Small
10420,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley Adrian,Small
10104,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10115,Classic Legends Inc.,5905 Pompton St.,NYC,USA,Hernandez Maria,Medium
10127,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young Jeff,Small
10141,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen Kalle,Medium
